0.000000000,0.000000000,1.999999936
0.001126126,0.000000000,0.999999936
0.143018018,0.000000000,0.999807042
0.143018018,0.000843170,0.999806649
0.537162162,0.000843170,0.999146449
0.537162162,0.001686341,0.999133341
1.090090090,0.001686341,0.998246726
1.090090090,0.002529511,0.998244857
1.591216216,0.002529511,0.997416857
1.591216216,0.003372681,0.997416800
1.882882883,0.003372681,0.996965627
1.882882883,0.004215852,0.996964231
2.407657658,0.004215852,0.996118103
2.407657658,0.005059022,0.996115882
3.425675676,0.005059022,0.994442010
3.425675676,0.005902192,0.994441738
3.511261261,0.005902192,0.994332236
3.511261261,0.006745363,0.994329931
3.561936937,0.006745363,0.994253475
3.561936937,0.007588533,0.994252736
4.032657658,0.007588533,0.993464961
4.032657658,0.008431703,0.993463399
4.408783784,0.008431703,0.992914901
4.408783784,0.009274874,0.992914835
4.608108108,0.009274874,0.992617925
4.608108108,0.010118044,0.992608182
5.869369369,0.010118044,0.990535420
5.869369369,0.010961214,0.990535012
6.277027027,0.010961214,0.989886087
6.277027027,0.011804384,0.989883107
6.291666667,0.011804384,0.989864986
6.291666667,0.012647555,0.989864586
6.476351351,0.012647555,0.989574738
6.476351351,0.013490725,0.989574316
6.500000000,0.013490725,0.989541525
6.500000000,0.014333895,0.989538112
6.797297297,0.014333895,0.989064820
6.797297297,0.015177066,0.989063656
6.899774775,0.015177066,0.988885671
6.902027027,0.015177066,0.988884929
7.269144144,0.015177066,0.988295410
7.269144144,0.016020236,0.988294933
8.435810811,0.016020236,0.986400748
8.435810811,0.016863406,0.986396794
8.693693694,0.016863406,0.985975364
8.693693694,0.017706577,0.985975347
9.782657658,0.017706577,0.984170055
9.782657658,0.018549747,0.984167092
10.781531532,0.018549747,0.982485012
10.781531532,0.019392917,0.982482596
11.102477477,0.019392917,0.981948043
11.102477477,0.020236088,0.981947777
11.261261261,0.020236088,0.981687179
11.261261261,0.021079258,0.981686535
11.575450450,0.021079258,0.981146909
11.577702703,0.021079258,0.981144767
11.942567568,0.021079258,0.980562006
11.942567568,0.021922428,0.980561597
12.130630631,0.021922428,0.980270971
12.130630631,0.022765599,0.980269720
12.163288288,0.022765599,0.980222605
12.163288288,0.023608769,0.980221579
13.004504505,0.023608769,0.978883884
13.006756757,0.023608769,0.978879694
13.293918919,0.023608769,0.978357186
13.293918919,0.024451939,0.978353525
13.352477477,0.024451939,0.978256396
13.352477477,0.025295110,0.978255508
13.869369369,0.025295110,0.977361036
13.869369369,0.026138280,0.977360267
13.932432432,0.026138280,0.977258698
13.932432432,0.026981450,0.977255560
14.380630631,0.026981450,0.976513721
14.380630631,0.027824621,0.976512854
14.418918919,0.027824621,0.976446117
14.418918919,0.028667791,0.976444739
15.109234234,0.028667791,0.975336212
15.109234234,0.029510961,0.975335247
15.888513514,0.029510961,0.974056693
15.888513514,0.030354132,0.974055957
16.365990991,0.030354132,0.973270454
16.365990991,0.031197302,0.973266814
16.506756757,0.031197302,0.973055329
16.506756757,0.032040472,0.973054236
16.708333333,0.032040472,0.972703053
16.708333333,0.032883642,0.972701326
16.905405405,0.032883642,0.972394944
16.905405405,0.033726813,0.972392532
17.421171171,0.033726813,0.971552201
17.421171171,0.034569983,0.971552103
17.664414414,0.034569983,0.971141456
17.664414414,0.035413153,0.971140267
18.521396396,0.035413153,0.969826917
18.521396396,0.036256324,0.969826425
18.555180180,0.036256324,0.969780099
18.555180180,0.037099494,0.969773806
19.430180180,0.037099494,0.968405934
19.430180180,0.037942664,0.968398335
19.912162162,0.037942664,0.967634460
19.912162162,0.038785835,0.967626024
20.111486486,0.038785835,0.967226491
20.113738739,0.038785835,0.967225227
20.364864865,0.038785835,0.966779934
20.364864865,0.039629005,0.966778189
20.578828829,0.039629005,0.966456962
20.578828829,0.040472175,0.966456005
20.766891892,0.040472175,0.966158885
20.766891892,0.041315346,0.966156758
20.847972973,0.041315346,0.966024513
20.847972973,0.042158516,0.966022370
21.108108108,0.042158516,0.965514806
21.108108108,0.043001686,0.965513681
21.662162162,0.043001686,0.964684198
21.662162162,0.043844857,0.964682162
21.706081081,0.043844857,0.964610628
21.706081081,0.044688027,0.964610084
21.908783784,0.044688027,0.964260907
21.908783784,0.045531197,0.964260789
23.007882883,0.045531197,0.962432567
23.010135135,0.045531197,0.962425681
23.177927928,0.045531197,0.962209561
23.177927928,0.046374368,0.962207087
23.231981982,0.046374368,0.962122395
23.231981982,0.047217538,0.962121435
23.324324324,0.047217538,0.961990850
23.324324324,0.048060708,0.961990458
23.354729730,0.048060708,0.961940669
23.354729730,0.048903879,0.961940572
23.429054054,0.048903879,0.961820986
23.429054054,0.049747049,0.961819495
23.587837838,0.049747049,0.961556406
23.587837838,0.050590219,0.961555891
24.030405405,0.050590219,0.960836198
24.030405405,0.051433390,0.960834226
24.230855856,0.051433390,0.960532111
24.233108108,0.051433390,0.960529879
25.319819820,0.051433390,0.958679514
25.319819820,0.052276560,0.958675185
25.768018018,0.052276560,0.957986997
25.768018018,0.053119730,0.957982089
25.815315315,0.053119730,0.957891008
25.815315315,0.053962901,0.957890772
26.537162162,0.053962901,0.956739990
26.537162162,0.054806071,0.956738401
26.619369369,0.054806071,0.956603895
26.619369369,0.055649241,0.956603284
27.301801802,0.055649241,0.955473034
27.301801802,0.056492411,0.955471745
27.710585586,0.056492411,0.954730816
27.710585586,0.057335582,0.954724990
27.957207207,0.057335582,0.954348645
27.957207207,0.058178752,0.954348143
28.222972973,0.058178752,0.953972864
28.222972973,0.059021922,0.953972514
28.474099099,0.059021922,0.953533519
28.474099099,0.059865093,0.953529337
28.602477477,0.059865093,0.953325550
28.602477477,0.060708263,0.953321317
29.163288288,0.060708263,0.952446817
29.163288288,0.061551433,0.952445694
29.521396396,0.061551433,0.951870773
29.521396396,0.062394604,0.951867392
